0.0093477,0.0010999,0.00010397,6.374e-05,3.0154e-05,2.3413e-06,3.6036e-06,4.4853e-06,5.1256e-06,1.0249e-05
0.016756,0.0033606,0.00048851,0.00057976,0.00030899,1.7321e-05,8.0092e-05,0.00023313,0.00037766,4.1829e-05
0.024179,0.0034186,0.0012524,0.0017825,0.0011945,0.00044347,0.0007104,0.00095958,0.0011251,9.0376e-05
0.032351,0.0040875,0.0025135,0.0035589,0.0026267,0.0019033,0.0019584,0.0020074,0.0020649,0.00026754
0.045169,0.0052995,0.0042112,0.0060654,0.0049417,0.0035734,0.0035163,0.0034877,0.0034792,0.0014153
0.063333,0.0076202,0.0062415,0.010011,0.0077746,0.0054365,0.0054599,0.0055121,0.0055506,0.0035353
0.079719,0.0097401,0.0083648,0.015748,0.011609,0.0081238,0.0078715,0.0079037,0.0079517,0.005965
0.092077,0.012223,0.012034,0.022227,0.016182,0.011522,0.011171,0.011229,0.011379,0.0091762
0.11647,0.015146,0.017471,0.029085,0.022011,0.01602,0.015583,0.015452,0.01535,0.012958
0.1556,0.018289,0.023318,0.03568,0.028741,0.021647,0.019835,0.01896,0.018541,0.016773
0.20735,0.021021,0.029359,0.042367,0.03663,0.02685,0.024192,0.02289,0.02225,0.021146
0.28908,0.023905,0.035572,0.048251,0.044031,0.032557,0.029477,0.02823,0.027708,0.027409
0.32178,0.027125,0.042806,0.05488,0.051252,0.039337,0.036306,0.035153,0.034682,0.03456
0.3627,0.030578,0.05226,0.061568,0.05825,0.047818,0.044438,0.043004,0.042352,0.042131
0.39256,0.033979,0.064801,0.067053,0.065876,0.056873,0.053233,0.051325,0.050427,0.05008
0.42988,0.03755,0.079461,0.072118,0.075106,0.065314,0.061943,0.06007,0.059046,0.058595
0.46894,0.041037,0.097913,0.076991,0.083645,0.075413,0.072001,0.069884,0.068739,0.068185
0.50179,0.044958,0.10598,0.081992,0.091796,0.08555,0.083385,0.081859,0.081034,0.080733
0.54598,0.049517,0.10318,0.086411,0.099088,0.095327,0.095661,0.096374,0.09691,0.097345
